"Короткое название";"Артикул";"Цена_Розничная"
"BELLA ватные палочки Cotton 160 шт";"360043";"49"
"BELLA ватные палочки Cotton 350 шт";"360044";"96"
"SANITAPLAST лейкопластырь №20 Стандартный 20 шт";"360045";"69"
"GARNIER антиперспирант крем Нео Без Запаха женский 40 мл";"350010";"235"
"SECRET антиперспирант аэрозольный Деликат 150 мл";"350011";"204"
"SECRET антиперспирант аэрозольный Актив 150 мл";"350012";"204"
"SECRET антиперспирант кремовый Защита Платинум Актив 40 мл";"350013";"314"
"SECRET антиперспирант кремовый Натурель 40 мл";"350014";"314"
"SECRET антиперспирант твердый Актив 45 г";"350015";"171"
"SECRET антиперспирант твердый Деликат 45 г";"350016";"171"
"GARNIER антиперспирант крем Нео Нежный Цветок женский 40 мл";"350017";"235"
"GARNIER антиперспирант крем Нео Фруктовый Всплеск женский 40 мл";"350018";"235"
"GARNIER антиперспирант крем Нео Нежность Хлопка женский 40 мл";"350019";"235"
"GARNIER Дезодорант аэрозольный Нео Нежный Цветок 150 мл";"350020";"254"
"GARNIER Дезодорант аэрозольный Нео Чистота Хлопка 150 мл";"350021";"254"
"GARNIER антиперспирант аэрозольный Нео Нежный Букет 150 мл";"350022";"254"
"GARNIER антиперспирант аэрозольный Невидимый Черное Белое Цветное женский 150 мл";"350023";"190"
"GARNIER дезодорант аэрозольный Активный Контроль Термозащита женский 150 мл";"350024";"190"
"GARNIER Дезодорант аэрозольный Активный Контроль женский 150 мл";"350025";"190"
"GARNIER Дезодорант аэрозольный Невидимый Ледяная Свежесть женский 150 мл";"350026";"190"
"GARNIER антиперспирант роликовый Чистая защита женский 50 мл";"350027";"150"
"GARNIER антиперспирант роликовый Активный Контроль женский 50 мл";"350028";"150"
"GARNIER антиперспирант роликовый Невидимый Черное Белое Цветное женский 50 мл";"350029";"150"
"GARNIER антиперспирант роликовый Невидимый Ледяная Свежесть женский 50 мл";"350030";"150"
"GARNIER антиперспирант роликовый Невидимый Против Влажности женский 50 мл";"350031";"150"
"GARNIER антиперспирант роликовый Активный Контроль Термозащита женский 50 мл";"350032";"150"
"ЧИСТАЯ ЛИНИЯ Фито-дезодорант антиперспирант Сила 5 Трав 50 мл";"350033";"138"
"DEONICA антиперспирант Гипоаллергенный 200 мл";"350034";"145"
"DEONICA антиперспирант Невидимый 200 мл";"350035";"145"
"ЧИСТАЯ ЛИНИЯ Фито-дезодорант антиперспирант Защита Без Белых Следов 150 мл";"350036";"175"
"ЧИСТАЯ ЛИНИЯ Фито-дезодорант антиперспирант Защита Для Нежной Кожи 40 мл";"350037";"196"
"ЧИСТАЯ ЛИНИЯ Фито-дезодорант антиперспирант Защита Для Нежной Кожи 150 мл";"350038";"175"
"ЧИСТАЯ ЛИНИЯ Фито-дезодорант антиперспирант Защита От Запаха и Влаги 40 мл";"350039";"196"
"ЧИСТАЯ ЛИНИЯ Фито-дезодорант антиперспирант Легкая Свежесть И Чистота 150 мл";"350040";"175"
"ЧИСТАЯ ЛИНИЯ Фито-дезодорант антиперспирант Защита Без Белых Следов 50 мл";"350041";"138"
"ЧИСТАЯ ЛИНИЯ Фито-дезодорант антиперспирант Легкая Свежесть И Чистота 50 мл";"350042";"138"
"ЧИСТАЯ ЛИНИЯ Фито-дезодорант антиперспирант Защита От Запаха и Влаги 50 мл";"350043";"138"
"REXONA твердый антиперсперант Алоэ Вера 40 мл";"350044";"239"
"REXONA аэрозольный антиперсперант Абсолютная Уверенность 150 мл";"350045";"210"
"REXONA аэрозольный антиперсперант Сухость Пудры 150 мл";"350046";"210"
"REXONA твердый антиперсперант Абсолютная Уверенность 40 мл";"350047";"239"
"REXONA роликовый антиперсперант Абсолютная Уверенность 50 мл";"350048";"162"
"REXONA роликовый антиперсперант Сухость Пудры 50 мл";"350049";"162"
"REXONA твердый антиперсперант Сухость Пудры 40 мл";"350050";"239"
"REXONA роликовый антиперсперант Антибактериальная свежесть 50 мл";"350051";"162"
"REXONA твердый антиперсперант Антибактериальная свежесть 40 мл";"350052";"239"
"REXONA роликовый антиперсперант Антибактериальный и невидимый эффект на черном и белом 50 мл";"350053";"162"
"REXONA твердый антиперсперант Антибактериальная и невидимая на черном и белом 40 мл";"350054";"239"
"REXONA роликовый антиперсперант Свежесть Белых цветов и Личи 50 мл";"350055";"162"
"REXONA твердый антиперсперант Свежесть Белых цветов и Личи 40 мл";"350056";"239"
"REXONA роликовый антиперсперант Термозащита 50 мл";"350057";"162"
"REXONA твердый антиперсперант Невидимая защита для черного и белого 40 мл";"350058";"239"
"REXONA роликовый антиперсперант Невидимая защита Прозрачный Кристалл 50 мл";"350059";"122"
"REXONA роликовый антиперсперант Невидимая защита для черного и белого 50 мл";"350060";"162"
"REXONA твердый антиперсперант Легкость Хлопка 40 мл";"350061";"239"
"REXONA аэрозольный антиперсперант Легкость Хлопка 150 мл";"350062";"210"
"REXONA аэрозольный антиперсперант Без Запаха 150 мл";"350063";"210"
"REXONA аэрозольный антиперсперант Антибактериальный эффект 150 мл";"350064";"210"
"REXONA аэрозольный антиперсперант Антибактериальная свежесть 150 мл";"350065";"210"
"REXONA аэрозольный антиперсперант Сухость Пудры 200 мл";"350066";"209"
"REXONA аэрозольный антиперсперант Свежесть Белых цветов и Личи 150 мл";"350067";"210"
"REXONA аэрозольный антиперсперант Термозащита 150 мл";"350068";"210"
"REXONA роликовый антиперсперант Свежесть Белых цветов и Личи 50 мл + зубная паста Pepsodent 25 г";"350069";"162"
"REXONA аэрозольный антиперсперант Антибактериальная и невидимая на черном и белом 150 мл";"350070";"210"
"REXONA аэрозольный антиперсперант Алоэ Вера 150 мл";"350071";"210"
"REXONA роликовый антиперсперант Антибактериальный эффект 50 мл";"350072";"162"
"REXONA твердый антиперсперант Антибактериальный эффект 40 мл";"350073";"239"
"REXONA твердый антиперсперант Свежесть Душа 40 мл";"350074";"239"
"REXONA роликовый антиперсперант Комфорт Льна 50 мл";"350075";"162"
"REXONA твердый антиперсперант Комфорт Льна 40 мл";"350076";"239"
"REXONA твердый антиперсперант Без Запаха 40 мл";"350077";"239"
"CAMAY антиперсперант аэрозольный Dynamique Grapefruit Динамик 150 мл";"350078";"194"
"CAMAY антиперсперант аэрозольный French Romantique Алые Розы 150 мл";"350079";"194"
"CAMAY антиперсперант аэрозольный Mademoiselle 150 мл";"350080";"194"
"DOVE дезодорант аэрозольный Невидимый 150 мл";"350081";"224"
"DOVE дезодорант аэрозольный Original 150 мл";"350082";"224"
"DOVE дезодорант аэрозольный Нежность Пудры 150 мл";"350083";"224"
"DOVE дезодорант твердый Нежность Пудры 40 мл";"350084";"272"
"DOVE дезодорант-антиперсперант роликовый Go Fresh Пробуждение Чувств  50 мл";"350085";"182"
