"";"Цена_Зачеркнутая";"Цена_Трансазия";"Цена_Розничная";"Цена_Трансазия_от 3 шт.";"Минимальное количество"
"170144";"";"45";"56";"";"1"
"170145";"";"30";"38";"";"1"
"170146";"";"45";"56";"";"1"
"170147";"";"45";"56";"";"1"
"170149";"";"30";"38";"";"1"
"170151";"";"45";"56";"";"1"
"170152";"";"45";"56";"";"1"
"170156";"";"45";"56";"";"1"
"170148";"";"30";"38";"";"1"
"170150";"";"45";"56";"";"1"
"170154";"";"45";"56";"";"1"
"170153";"";"45";"56";"";"1"
"170157";"";"29";"36";"";"1"
"170155";"";"45";"56";"";"1"
"170137";"";"45";"56";"";"1"
"170364";"";"18";"22";"";"1"
"170139";"";"30";"38";"";"1"
"170138";"";"45";"56";"";"1"
"170372";"";"16";"20";"";"1"
"170366";"";"18";"22";"";"1"
"170358";"";"121";"151";"";"1"
"170370";"";"16";"20";"";"1"
"170368";"";"16";"20";"";"1"
"170158";"";"18";"22";"";"1"
"170369";"";"16";"20";"";"1"
"170371";"";"16";"20";"";"1"
"170373";"";"16";"20";"";"1"
"170357";"";"298";"372";"";"1"
"170359";"";"48";"60";"";"1"
"170367";"";"25";"31";"";"1"
"170161";"";"16";"20";"";"1"
"170360";"";"52";"65";"";"1"
"170174";"";"63";"79";"";"1"
"170363";"";"32";"40";"";"1"
"170160";"";"16";"20";"";"1"
"170171";"";"70";"88";"";"1"
"170365";"";"27";"34";"";"1"
"170162";"";"16";"20";"";"1"
"170173";"";"70";"88";"";"1"
"170167";"";"35";"44";"";"1"
"170165";"";"37";"46";"";"1"
"170170";"";"37";"46";"";"1"
"570042";"";"105";"131";"";"1"
"570043";"";"478";"598";"";"1"
"530229";"";"395";"494";"";"1"
"510031";"";"469";"586";"";"1"
"520847";"";"478";"598";"";"1"
"530011";"";"805";"1006";"781";"1"
"570044";"";"478";"598";"";"1"
"530013";"331";"208";"260";"";"1"
"510036";"";"560";"700";"";"1"
"510039";"";"560";"700";"";"1"
"570046";"";"638";"798";"619";"1"
"510048";"";"556";"695";"";"1"
"510047";"";"556";"695";"";"1"
"510017";"";"469";"586";"";"1"
"510014";"";"461";"576";"";"1"
"510010";"";"461";"576";"";"1"
"510021";"";"469";"586";"";"1"
"510029";"";"469";"586";"";"1"
"510049";"";"556";"695";"";"1"
"560078";"";"461";"576";"";"1"
"510053";"";"200";"250";"";"1"
"510065";"";"412";"515";"";"1"
"510062";"";"702";"878";"681";"1"
"570045";"";"806";"1008";"782";"1"
"510079";"";"200";"250";"";"1"
"510066";"";"412";"515";"";"1"
"510080";"";"200";"250";"";"1"
"510083";"";"527";"659";"";"1"
"510081";"";"200";"250";"";"1"
"510078";"";"200";"250";"";"1"
"510087";"";"462";"578";"";"1"
"510075";"";"375";"469";"";"1"
"510088";"";"462";"578";"";"1"
"510096";"";"506";"632";"";"1"
"570047";"";"632";"790";"613";"1"
"510113";"";"446";"558";"";"1"
"510104";"";"824";"1030";"799";"1"
"510108";"";"551";"689";"";"1"
"510107";"";"523";"654";"";"1"
"510105";"";"523";"654";"";"1"
"510114";"";"446";"558";"";"1"
"510118";"";"606";"758";"588";"1"
"510121";"";"606";"758";"588";"1"
"510119";"";"606";"758";"588";"1"
"570049";"";"606";"758";"588";"1"
"510122";"";"690";"862";"669";"1"
"510123";"";"690";"862";"669";"1"
"510124";"";"690";"862";"669";"1"
"570048";"";"572";"715";"";"1"
"510125";"";"572";"715";"";"1"
"510129";"";"393";"491";"";"1"
"510137";"";"330";"412";"";"1"
"510176";"";"343";"429";"";"1"
"510117";"";"782";"978";"759";"1"
"510175";"";"343";"429";"";"1"
"510179";"";"495";"619";"";"1"
"510177";"";"495";"619";"";"1"
"510178";"";"495";"619";"";"1"
"510180";"";"495";"619";"";"1"
"510181";"";"495";"619";"";"1"
"510136";"";"327";"409";"";"1"
"510138";"";"330";"412";"";"1"
"510140";"";"330";"412";"";"1"
"510134";"";"165";"206";"";"1"
"510139";"";"330";"412";"";"1"
"510141";"";"330";"412";"";"1"
"510146";"";"584";"730";"";"1"
"510153";"";"584";"730";"";"1"
"510142";"";"330";"412";"";"1"
"510145";"";"584";"730";"";"1"
"510150";"";"584";"730";"";"1"
"510147";"";"584";"730";"";"1"
"510151";"";"584";"730";"";"1"
"510152";"";"584";"730";"";"1"
"510149";"";"584";"730";"";"1"
"510158";"";"586";"732";"";"1"
"510157";"";"586";"732";"";"1"
"510156";"";"586";"732";"";"1"
"510155";"";"586";"732";"";"1"
"510159";"";"586";"732";"";"1"
"510160";"";"586";"732";"";"1"
"510161";"";"586";"732";"";"1"
"510163";"";"446";"558";"";"1"
"510166";"";"446";"558";"";"1"
"510167";"";"393";"491";"";"1"
"510168";"";"393";"491";"";"1"
"510169";"";"393";"491";"";"1"
"510170";"";"393";"491";"";"1"
"510171";"";"393";"491";"";"1"
"510172";"";"393";"491";"";"1"
"510154";"";"584";"730";"";"1"
"510174";"";"393";"491";"";"1"
"510186";"";"535";"669";"";"1"
"510189";"";"610";"762";"592";"1"
"510173";"";"393";"491";"";"1"
"510185";"";"546";"682";"";"1"
"510187";"";"629";"786";"610";"1"
"510184";"";"546";"682";"";"1"
"510188";"";"629";"786";"610";"1"
"510191";"";"555";"694";"";"1"
"510192";"";"555";"694";"";"1"
"510193";"";"555";"694";"";"1"
"570050";"616";"431";"539";"418";"1"
"510194";"";"286";"358";"";"1"
"510195";"";"286";"358";"";"1"
"510196";"";"286";"358";"";"1"
"510201";"";"255";"319";"";"1"
"510200";"";"430";"538";"";"1"
"510197";"";"445";"556";"";"1"
"570033";"470";"329";"411";"";"1"
"510198";"";"445";"556";"";"1"
"510199";"";"255";"319";"";"1"
"570210";"";"366";"458";"";"1"
"570211";"";"380";"475";"";"1"
"570023";"";"251";"314";"";"1"
"570041";"879";"615";"769";"597";"1"
"570030";"";"535";"669";"";"1"
"570208";"";"286";"358";"";"1"
"570022";"219";"153";"191";"";"1"
"570019";"";"290";"362";"";"1"
"570029";"";"488";"610";"";"1"
"570017";"";"303";"379";"";"1"
"570209";"";"385";"481";"";"1"
"570213";"";"421";"526";"";"1"
"570014";"";"446";"558";"";"1"
"570024";"";"285";"356";"";"1"
"570012";"";"233";"291";"";"1"
"530244";"";"172";"215";"";"1"
"570233";"";"287";"359";"";"1"
"530241";"";"226";"282";"";"1"
"530246";"";"219";"274";"";"1"
"530251";"";"216";"270";"";"1"
"530255";"";"834";"1042";"809";"1"
"530252";"";"216";"270";"";"1"
"530257";"";"542";"678";"";"1"
"530258";"";"440";"550";"";"1"
"530259";"";"293";"366";"";"1"
"530260";"";"307";"384";"";"1"
"530261";"";"307";"384";"";"1"
"530015";"145";"111";"139";"";"1"
"530057";"";"826";"1032";"801";"1"
"530028";"";"311";"389";"";"1"
"570228";"";"757";"946";"734";"1"
"530016";"145";"89";"111";"";"1"
"530027";"";"311";"389";"";"1"
"530029";"";"311";"389";"";"1"
"530030";"";"311";"389";"";"1"
"530032";"";"217";"271";"";"1"
"560165";"";"217";"271";"";"1"
"530021";"";"147";"184";"";"1"
"530033";"";"217";"271";"";"1"
"570207";"";"259";"324";"";"1"
"530017";"";"259";"324";"";"1"
"530022";"";"147";"184";"";"1"
"530031";"";"147";"184";"";"1"
"530020";"";"399";"499";"";"1"
"530024";"";"217";"271";"";"1"
"530033";"";"217";"271";"";"1"
"530068";"";"216";"270";"";"1"
"530069";"";"216";"270";"";"1"
"530066";"";"216";"270";"";"1"
"530065";"";"216";"270";"";"1"
"530049";"";"75";"94";"";"1"
"530067";"";"216";"270";"";"1"
"530019";"";"183";"229";"";"1"
"530037";"";"154";"192";"";"1"
"530052";"";"75";"94";"";"1"
"530053";"";"154";"192";"";"1"
"570227";"";"154";"192";"";"1"
"530055";"";"94";"118";"";"1"
"530046";"";"127";"159";"";"1"
"530054";"";"168";"210";"";"1"
"530047";"";"119";"149";"";"1"
"530035";"";"127";"159";"";"1"
"530044";"";"154";"192";"";"1"
"530036";"";"83";"104";"";"1"
"570231";"";"154";"192";"";"1"
"530050";"";"168";"210";"";"1"
"530043";"";"154";"192";"";"1"
"570229";"";"154";"192";"";"1"
"530045";"";"154";"192";"";"1"
"570230";"";"183";"229";"";"1"
"530051";"";"220";"275";"";"1"
"530072";"";"907";"1134";"880";"1"
"530099";"306";"189";"236";"";"1"
"530040";"";"154";"192";"";"1"
"530098";"306";"189";"236";"";"1"
"530230";"";"228";"285";"";"1"
"530100";"";"293";"366";"";"1"
"560164";"";"40";"50";"";"1"
"530079";"";"726";"908";"704";"1"
"530084";"";"542";"678";"";"1"
"530076";"";"307";"384";"";"1"
"530073";"";"";" ";"";"1"
"560163";"";"40";"50";"";"1"
"530231";"";"228";"285";"";"1"
"530070";"";"216";"270";"";"1"
"530081";"";"834";"1042";"809";"1"
"530083";"";"834";"1042";"809";"1"
"530074";"";"834";"1042";"809";"1"
"530075";"";"307";"384";"";"1"
"530078";"";"307";"384";"";"1"
"530088";"";"293";"366";"";"1"
"530089";"";"293";"366";"";"1"
"530090";"";"307";"384";"";"1"
"530085";"";"508";"635";"";"1"
"530091";"";"307";"384";"";"1"
"530077";"";"293";"366";"";"1"
"530092";"";"307";"384";"";"1"
"530086";"";"293";"366";"";"1"
"530094";"";"307";"384";"";"1"
"530097";"";"358";"448";"";"1"
"530096";"";"358";"448";"";"1"
"530093";"";"307";"384";"";"1"
"530122";"";"34";"42";"";"1"
"560167";"";"270";"338";"";"1"
"530121";"";"34";"42";"";"1"
"530095";"";"307";"384";"";"1"
"530132";"";"196";"245";"";"1"
"530123";"";"34";"42";"";"1"
"530128";"";"264";"330";"";"1"
"570163";"";"305";"381";"";"1"
"530134";"";"215";"269";"";"1"
"530131";"";"298";"372";"";"1"
"530129";"";"297";"371";"";"1"
"560166";"";"417";"521";"";"1"
"530130";"";"265";"331";"";"1"
"560170";"";"228";"285";"";"1"
"560169";"";"327";"409";"";"1"
"530136";"";"228";"285";"";"1"
"560168";"";"215";"269";"";"1"
"530135";"";"327";"409";"";"1"
"530133";"";"343";"429";"";"1"
"530149";"637";"328";"410";"";"1"
"530144";"140";"110";"138";"";"1"
"530147";"80";"60";"75";"";"1"
"530148";"";"97";"121";"";"1"
"530160";"77";"73";"91";"";"1"
"530146";"";"80";"100";"";"1"
"530145";"";"172";"215";"";"1"
"530150";"";"277";"346";"";"1"
"530154";"";"346";"432";"";"1"
"530162";"77";"61";"76";"";"1"
"530171";"";"120";"150";"";"1"
"530153";"";"508";"635";"";"1"
"530164";"";"92";"115";"";"1"
"520902";"";"92";"115";"";"1"
"530169";"";"92";"115";"";"1"
"530172";"";"120";"150";"";"1"
"530165";"";"92";"115";"";"1"
"530314";"1043";"499";"624";"484";"1"
"530311";"668";"479";"599";"";"1"
"530310";"562";"403";"504";"";"1"
"530177";"105";"98";"122";"";"1"
"530174";"";"141";"176";"";"1"
"530330";"1043";"599";"749";"581";"1"
"530328";"";"1043";"1304";"1012";"1"
"530360";"1193";"856";"1070";"830";"1"
"530329";"1043";"599";"749";"";"1"
"530355";"1268";"910";"1138";"883";"1"
"530359";"1718";"1233";"1541";"1196";"1"
"530358";"";"";" ";"";"1"
"530293";"86";"66";"82";"";"1"
"530277";"74";"57";"71";"";"1"
"530279";"74";"57";"71";"";"1"
"570234";"1247";"770";"962";"747";"1"
"530349";"48";"37";"46";"";"1"
"530303";"131";"104";"130";"";"1"
"530354";"78";"60";"75";"";"1"
"530296";"86";"66";"82";"";"1"
"530297";"69";"53";"66";"";"1"
"530283";"";"117";"146";"";"1"
"530284";"";"117";"146";"";"1"
"530285";"";"297";"371";"";"1"
"530320";"";"137";"171";"";"1"
"530322";"";"137";"171";"";"1"
"530319";"";"137";"171";"";"1"
"530287";"";"169";"211";"";"1"
"530292";"";"85";"106";"";"1"
"530321";"";"137";"171";"";"1"
"530289";"";"117";"146";"";"1"
"530335";"";"503";"629";"";"1"
"530334";"";"503";"629";"";"1"
"530286";"";"169";"211";"";"1"
"530336";"";"503";"629";"";"1"
"530338";"";"508";"635";"";"1"
"530340";"";"88";"110";"";"1"
"560174";"";"477";"596";"";"1"
"530339";"";"88";"110";"";"1"
"530337";"";"508";"635";"";"1"
"530342";"";"838";"1048";"813";"1"
"530344";"";"358";"448";"";"1"
"530345";"";"477";"596";"";"1"
"530341";"";"477";"596";"";"1"
"530346";"";"508";"635";"";"1"
"530216";"593";"425";"531";"";"1"
"530185";"";"233";"291";"";"1"
"530181";"145";"89";"111";"";"1"
"530197";"94";"70";"88";"";"1"
"530226";"";"196";"245";"";"1"
"530188";"";"94";"118";"";"1"
"530180";"703";"448";"560";"";"1"
"530187";"";"208";"260";"";"1"
"530191";"";"93";"116";"";"1"
"530186";"";"208";"260";"";"1"
"530240";"1043";"748";"935";"726";"1"
"530189";"";"154";"192";"";"1"
"530195";"";"93";"116";"";"1"
"530205";"";"93";"116";"";"1"
"530203";"";"94";"118";"";"1"
"530198";"";"217";"271";"";"1"
"530201";"";"217";"271";"";"1"
"530199";"";"93";"116";"";"1"
"530204";"";"93";"116";"";"1"
"530193";"";"93";"116";"";"1"
"530190";"";"139";"174";"";"1"
"530202";"";"93";"116";"";"1"
"530194";"";"93";"116";"";"1"
"530196";"";"93";"116";"";"1"
"530200";"";"217";"271";"";"1"
"570232";"";"196";"245";"";"1"
"570167";"";"248";"310";"";"1"
"530207";"";"256";"320";"";"1"
"530208";"";"256";"320";"";"1"
"570166";"";"260";"325";"";"1"
"570164";"";"368";"460";"";"1"
"570165";"";"298";"372";"";"1"
"530209";"";"256";"320";"";"1"
"530210";"";"256";"320";"";"1"
"570168";"";"248";"310";"";"1"
"530211";"";"256";"320";"";"1"
"530212";"";"256";"320";"";"1"
"530213";"";"374";"468";"";"1"
"530222";"";"196";"245";"";"1"
"530224";"";"189";"236";"";"1"
"530214";"";"374";"468";"";"1"
"530232";"";"228";"285";"";"1"
"530234";"";"230";"288";"";"1"
"530228";"";"220";"275";"";"1"
"570235";"";"397";"496";"";"1"
"560172";"";"228";"285";"";"1"
"530227";"";"220";"275";"";"1"
"550027";"147";"99";"124";"";"1"
"550028";"170";"131";"164";"";"1"
"550031";"";"175";"219";"";"1"
"550034";"";"246";"308";"";"1"
"550033";"";"209";"261";"";"1"
"550018";"";"34";"42";"";"1"
"550032";"";"205";"256";"";"1"
"550012";"";"96";"120";"";"1"
"550035";"";"253";"316";"";"1"
"550030";"";"204";"255";"";"1"
"550023";"";"61";"76";"";"1"
"550010";"";"32";"40";"";"1"
"550013";"";"82";"102";"";"1"
"550022";"";"71";"89";"";"1"
"550015";"";"286";"358";"";"1"
"550016";"";"39";"49";"";"1"
"550017";"";"40";"50";"";"1"
"540012";"";"70";"88";"";"1"
"540013";"";"100";"125";"";"1"
"540080";"147";"99";"124";"";"1"
"540077";"100";"77";"96";"";"1"
"540010";"";"187";"234";"";"1"
"570169";"";"160";"200";"";"1"
"540011";"";"71";"89";"";"1"
"540015";"";"105";"131";"";"1"
"540082";"";"137";"171";"";"1"
"540081";"170";"119";"149";"";"1"
"540027";"";"102";"128";"";"1"
"540050";"";"88";"110";"";"1"
"540071";"155";"95";"119";"";"1"
"540059";"431";"300";"375";"";"1"
"540073";"155";"95";"119";"";"1"
"540072";"155";"119";"149";"";"1"
"560175";"";"70";"88";"";"1"
"560177";"";"70";"88";"";"1"
"540074";"233";"159";"199";"";"1"
"560076";"";"90";"112";"";"1"
"540075";"233";"180";"225";"";"1"
"540054";"";"61";"76";"";"1"
"540058";"";"189";"236";"";"1"
"540047";"";"166";"208";"";"1"
"540055";"";"61";"76";"";"1"
"540051";"";"135";"169";"";"1"
"540029";"";"88";"110";"";"1"
"540042";"";"88";"110";"";"1"
"560178";"";"70";"88";"";"1"
"540028";"";"158";"198";"";"1"
"540038";"71";"53";"66";"";"1"
"540036";"";"74";"92";"";"1"
"540037";"";"51";"64";"";"1"
"540049";"";"139";"174";"";"1"
"560176";"";"74";"92";"";"1"
"540034";"";"105";"131";"";"1"
"540031";"";"74";"92";"";"1"
"540035";"";"88";"110";"";"1"
"540032";"";"74";"92";"";"1"
"540040";"";"35";"44";"";"1"
"540030";"";"88";"110";"";"1"
"540044";"";"74";"92";"";"1"
"540041";"";"74";"92";"";"1"
"540046";"";"74";"92";"";"1"
"540045";"";"74";"92";"";"1"
"540060";"";"111";"139";"";"1"
"540066";"81";"77";"96";"";"1"
"540017";"";"30";"38";"";"1"
"540070";"";"74";"92";"";"1"
"540032";"";"74";"92";"";"1"
"540038";"71";"53";"66";"";"1"
"540026";"";"28";"35";"";"1"
"540042";"";"88";"110";"";"1"
"540025";"";"38";"48";"";"1"
"540021";"";"46";"58";"";"1"
"540019";"";"38";"48";"";"1"
"540020";"";"38";"48";"";"1"
"540056";"";"24";"30";"";"1"
"540024";"";"46";"58";"";"1"
"540018";"";"46";"58";"";"1"
"540061";"";"72";"90";"";"1"
"540063";"";"201";"251";"";"1"
"570170";"";"47";"59";"";"1"
"540022";"";"32";"40";"";"1"
"540023";"";"32";"40";"";"1"
"560028";"";"197";"246";"";"1"
"540064";"";"30";"38";"";"1"
"560050";"";"197";"246";"";"1"
"570176";"";"162";"202";"";"1"
"560058";"";"341";"426";"";"1"
"560029";"";"56";"70";"";"1"
"560049";"";"162";"202";"";"1"
"560052";"";"162";"202";"";"1"
"570180";"";"244";"305";"";"1"
"570177";"";"473";"591";"";"1"
"560046";"";"473";"591";"";"1"
"560045";"";"473";"591";"";"1"
"560044";"";"46";"58";"";"1"
"560056";"";"385";"481";"";"1"
"530060";"";"228";"285";"";"1"
"560048";"";"473";"591";"";"1"
"530061";"";"166";"208";"";"1"
"560047";"";"473";"591";"";"1"
"560054";"";"385";"481";"";"1"
"560055";"";"385";"481";"";"1"
"560059";"";"244";"305";"";"1"
"570179";"";"385";"481";"";"1"
"560057";"";"430";"538";"";"1"
"560032";"";"276";"345";"";"1"
"560043";"";"171";"214";"";"1"
"560060";"";"244";"305";"";"1"
"560075";"";"276";"345";"";"1"
"560033";"";"211";"264";"";"1"
"560036";"";"360";"450";"";"1"
"560020";"";"635";"794";"616";"1"
"560042";"201";"189";"236";"";"1"
"570173";"273";"150";"188";"";"1"
"570171";"";"696";"870";"675";"1"
"560015";"670";"635";"794";"616";"1"
"570174";"";"448";"560";"";"1"
"570175";"";"440";"550";"";"1"
"520032";"99";"74";"92";"";"1"
"560011";"675";"589";"736";"";"1"
"520040";"159";"148";"185";"";"1"
"570052";"";"990";"1238";"960";"1"
"570056";"";"622";"778";"603";"1"
"520037";"363";"262";"328";"";"1"
"570055";"";"809";"1011";"785";"1"
"520163";"";"336";"420";"";"1"
"520164";"";"336";"420";"";"1"
"520036";"381";"252";"315";"";"1"
"520120";"497";"355";"444";"";"1"
"520135";"403";"306";"382";"";"1"
"520136";"403";"306";"382";"";"1"
"520133";"403";"306";"382";"";"1"
"520134";"403";"306";"382";"";"1"
"520131";"403";"306";"382";"";"1"
"520132";"403";"306";"382";"";"1"
"520158";"370";"281";"351";"";"1"
"520161";"381";"289";"361";"";"1"
"520159";"370";"281";"351";"";"1"
"520160";"441";"335";"419";"";"1"
"520115";"";"887";"1109";"860";"1"
"520107";"";"847";"1059";"822";"1"
"520148";"";"947";"1184";"919";"1"
"520105";"";"847";"1059";"822";"1"
"520146";"";"947";"1184";"919";"1"
"520147";"";"947";"1184";"919";"1"
"520149";"";"887";"1109";"860";"1"
"520112";"";"887";"1109";"860";"1"
"520114";"";"887";"1109";"860";"1"
"520108";"";"1210";"1512";"1174";"1"
"520111";"";"887";"1109";"860";"1"
"520110";"";"968";"1210";"939";"1"
"520151";"";"935";"1169";"907";"1"
"520116";"";"139";"174";"";"1"
"520109";"";"1100";"1375";"1067";"1"
"520152";"";"1045";"1306";"1014";"1"
"570067";"";"828";"1035";"803";"1"
"520128";"";"176";"220";"";"1"
"570066";"";"947";"1184";"919";"1"
"570068";"";"828";"1035";"803";"1"
"520103";"333";"289";"361";"";"1"
"520137";"";"409";"511";"";"1"
"520104";"333";"289";"361";"";"1"
"520126";"";"417";"521";"";"1"
"520127";"";"417";"521";"";"1"
"520124";"";"356";"445";"";"1"
"520123";"";"356";"445";"";"1"
"570236";"";"398";"498";"";"1"
"520130";"";"293";"366";"";"1"
"520117";"";"466";"582";"";"1"
"560081";"";"455";"569";"";"1"
"520129";"";"350";"438";"";"1"
"520139";"";"455";"569";"";"1"
"520143";"";"541";"676";"";"1"
"520138";"";"455";"569";"";"1"
"520142";"";"455";"569";"";"1"
"560082";"";"455";"569";"";"1"
"520153";"241";"207";"259";"";"1"
"520155";"241";"207";"259";"";"1"
"520154";"304";"261";"326";"";"1"
"520156";"241";"207";"259";"";"1"
"520157";"241";"207";"259";"";"1"
"570069";"241";"207";"259";"";"1"
"520424";"173";"131";"164";"";"1"
"520397";"173";"131";"164";"";"1"
"520396";"173";"131";"164";"";"1"
"520421";"173";"131";"164";"";"1"
"520412";"173";"131";"164";"";"1"
"520398";"173";"131";"164";"";"1"
"520402";"173";"131";"164";"";"1"
"520411";"173";"131";"164";"";"1"
"520420";"173";"131";"164";"";"1"
"520407";"173";"131";"164";"";"1"
"520419";"173";"131";"164";"";"1"
"520409";"173";"131";"164";"";"1"
"520415";"173";"131";"164";"";"1"
"520428";"";"164";"205";"";"1"
"520399";"173";"131";"164";"";"1"
"520408";"173";"131";"164";"";"1"
"520410";"173";"131";"164";"";"1"
"520371";"173";"131";"164";"";"1"
"520380";"173";"131";"164";"";"1"
"520383";"173";"131";"164";"";"1"
"520377";"173";"131";"164";"";"1"
"520393";"173";"131";"164";"";"1"
"520385";"173";"131";"164";"";"1"
"520384";"173";"131";"164";"";"1"
"520389";"173";"131";"164";"";"1"
"520390";"173";"131";"164";"";"1"
"570220";"173";"131";"164";"";"1"
"520375";"173";"131";"164";"";"1"
"520376";"173";"131";"164";"";"1"
"520373";"173";"131";"164";"";"1"
"570222";"173";"131";"164";"";"1"
"520379";"173";"131";"164";"";"1"
"520391";"173";"131";"164";"";"1"
"520370";"173";"131";"164";"";"1"
"520382";"173";"131";"164";"";"1"
"520374";"173";"131";"164";"";"1"
"520388";"173";"131";"164";"";"1"
"520174";"416";"316";"395";"";"1"
"520377";"173";"131";"164";"";"1"
"520372";"173";"131";"164";"";"1"
"520178";"416";"316";"395";"";"1"
"520187";"416";"316";"395";"";"1"
"520176";"416";"316";"395";"";"1"
"520170";"416";"316";"395";"";"1"
"520180";"416";"316";"395";"";"1"
"520189";"416";"316";"395";"";"1"
"520173";"416";"316";"395";"";"1"
"520191";"416";"316";"395";"";"1"
"520182";"416";"316";"395";"";"1"
"520183";"416";"316";"395";"";"1"
"520369";"503";"382";"478";"";"1"
"520367";"503";"382";"478";"";"1"
"520368";"503";"382";"478";"";"1"
"520366";"503";"382";"478";"";"1"
"520365";"503";"382";"478";"";"1"
"520364";"503";"382";"478";"";"1"
"520429";"487";"370";"462";"";"1"
"520444";"487";"370";"462";"";"1"
"520434";"487";"370";"462";"";"1"
"520430";"487";"370";"462";"";"1"
"520441";"487";"370";"462";"";"1"
"520431";"487";"370";"462";"";"1"
"520439";"487";"370";"462";"";"1"
"520442";"487";"370";"462";"";"1"
"520435";"487";"370";"462";"";"1"
"520443";"487";"370";"462";"";"1"
"520436";"487";"370";"462";"";"1"
"520440";"487";"370";"462";"";"1"
"520438";"487";"370";"462";"";"1"
"520432";"487";"370";"462";"";"1"
"520437";"487";"370";"462";"";"1"
"520446";"487";"370";"462";"";"1"
"520433";"487";"370";"462";"";"1"
"520353";"425";"323";"404";"";"1"
"520347";"425";"323";"404";"";"1"
"520348";"425";"323";"404";"";"1"
"520360";"425";"323";"404";"";"1"
"520352";"425";"323";"404";"";"1"
"520362";"425";"323";"404";"";"1"
"520351";"425";"323";"404";"";"1"
"520350";"425";"323";"404";"";"1"
"520359";"425";"323";"404";"";"1"
"570218";"425";"323";"404";"";"1"
"520358";"425";"323";"404";"";"1"
"520356";"425";"323";"404";"";"1"
"520354";"425";"323";"404";"";"1"
"520361";"425";"323";"404";"";"1"
"520355";"425";"323";"404";"";"1"
"520357";"425";"323";"404";"";"1"
"520188";"416";"316";"395";"";"1"
"570221";"425";"323";"404";"";"1"
"520172";"416";"316";"395";"";"1"
"520346";"425";"323";"404";"";"1"
"520181";"416";"316";"395";"";"1"
"520176";"416";"316";"395";"";"1"
"520186";"416";"316";"395";"";"1"
"520184";"416";"316";"395";"";"1"
"520185";"416";"316";"395";"";"1"
"520171";"416";"316";"395";"";"1"
"520179";"416";"316";"395";"";"1"
"570101";"362";"275";"344";"";"1"
"520175";"416";"316";"395";"";"1"
"520190";"416";"316";"395";"";"1"
"520474";"362";"275";"344";"";"1"
"570104";"362";"275";"344";"";"1"
"570102";"362";"275";"344";"";"1"
"570106";"362";"275";"344";"";"1"
"570103";"362";"275";"344";"";"1"
"570105";"362";"275";"344";"";"1"
"560115";"362";"275";"344";"";"1"
"570099";"362";"275";"344";"";"1"
"520496";"393";"298";"372";"";"1"
"520498";"393";"298";"372";"";"1"
"520511";"393";"298";"372";"";"1"
"520504";"393";"298";"372";"";"1"
"520507";"393";"298";"372";"";"1"
"570219";"393";"298";"372";"";"1"
"520518";"393";"298";"372";"";"1"
"520501";"393";"298";"372";"";"1"
"520508";"393";"298";"372";"";"1"
"520513";"393";"298";"372";"";"1"
"520503";"393";"298";"372";"";"1"
